match_id,date,venue,city,innings,team,team_total_score,overs_played
1456444,17-11-2024,Pallekele International Cricket Stadium,Kandy,2,Sri Lanka,210,46.8
1456445,19-11-2024,Pallekele International Cricket Stadium,Kandy,1,New Zealand,112,21
1457464,01-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,United Arab Emirates,128,42.5
1457464,01-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Oman,129,45
1457465,03-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,United Arab Emirates,240,50.8
1457465,03-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Netherlands,214,48.5
1457466,05-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,Netherlands,132,41
1457466,05-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Oman,133,35.2
1457467,07-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,United Arab Emirates,78,26.3
1457467,07-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Oman,79,24.5
1457468,09-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,Netherlands,241,50.3
1457468,09-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,United Arab Emirates,174,46.2
1457469,11-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,Oman,155,44.8
1457469,11-11-2024,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Netherlands,154,46.3
1459908,12-02-2025,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,214,46.8
1459908,12-02-2025,"R Premadasa Stadium, Colombo",Colombo,2,Australia,165,34.8
1466414,19-02-2025,"National Stadium, Karachi",Karachi,1,New Zealand,320,51.2
1466414,19-02-2025,"National Stadium, Karachi",Karachi,2,Pakistan,260,48
1466415,20-02-2025,Dubai International Cricket Stadium,Dubai,1,Bangladesh,228,51
1466415,20-02-2025,Dubai International Cricket Stadium,Dubai,2,India,231,47
1466417,22-02-2025,"Gaddafi Stadium, Lahore",Lahore,1,England,351,51.5
1466417,22-02-2025,"Gaddafi Stadium, Lahore",Lahore,2,Australia,356,48.2
1466418,23-02-2025,Dubai International Cricket Stadium,Dubai,1,Pakistan,241,51.2
1466418,23-02-2025,Dubai International Cricket Stadium,Dubai,2,India,244,43.8
1466419,24-02-2025,Rawalpindi Cricket Stadium,Rawalpindi,1,Bangladesh,236,52.5
1466419,24-02-2025,Rawalpindi Cricket Stadium,Rawalpindi,2,New Zealand,240,46.5
1466424,01-03-2025,"National Stadium, Karachi",Karachi,1,England,179,40.5
1466424,01-03-2025,"National Stadium, Karachi",Karachi,2,South Africa,181,30.8
1466425,02-03-2025,Dubai International Cricket Stadium,Dubai,1,India,249,51.5
1466425,02-03-2025,Dubai International Cricket Stadium,Dubai,2,New Zealand,205,46.3
1466426,04-03-2025,Dubai International Cricket Stadium,Dubai,1,Australia,264,50.7
1466426,04-03-2025,Dubai International Cricket Stadium,Dubai,2,India,267,48.7
1466427,05-03-2025,"Gaddafi Stadium, Lahore",Lahore,1,New Zealand,362,51
1466427,05-03-2025,"Gaddafi Stadium, Lahore",Lahore,2,South Africa,312,51.2
1466428,09-03-2025,Dubai International Cricket Stadium,Dubai,1,New Zealand,251,51.5
1466428,09-03-2025,Dubai International Cricket Stadium,Dubai,2,India,254,50
1467701,14-02-2025,Harare Sports Club,Harare,1,Zimbabwe,299,51.5
1467701,14-02-2025,Harare Sports Club,Harare,2,Ireland,250,48.8
1467702,16-02-2025,Harare Sports Club,Harare,1,Zimbabwe,245,50.5
1467702,16-02-2025,Harare Sports Club,Harare,2,Ireland,249,50.2
1467703,18-02-2025,Harare Sports Club,Harare,1,Ireland,240,51.2
1467703,18-02-2025,Harare Sports Club,Harare,2,Zimbabwe,246,40.3
1468879,08-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,United States of America,293,43.7
1468879,08-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Namibia,179,41.3
1468880,10-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,Namibia,169,47
1468880,10-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Oman,146,38.3
1468881,12-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,United States of America,151,43
1468881,12-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Oman,152,46
1468882,14-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,United States of America,268,51.7
1468882,14-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Namibia,198,43.3
1468883,16-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,Namibia,96,33.5
1468883,16-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Oman,100,23.5
1468884,18-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,1,United States of America,122,36.7
1468884,18-02-2025,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,2,Oman,65,25.7
1469168,14-02-2025,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,281,50.8
1469168,14-02-2025,"R Premadasa Stadium, Colombo",Colombo,2,Australia,107,24.7
1472511,21-05-2025,"Castle Avenue, Dublin",Dublin,1,Ireland,303,51.3
1472511,21-05-2025,"Castle Avenue, Dublin",Dublin,2,West Indies,179,35.2
1472512,23-05-2025,"Castle Avenue, Dublin",Dublin,1,West Indies,352,51.8
1472513,25-05-2025,"Castle Avenue, Dublin",Dublin,1,West Indies,385,54.2
1472513,25-05-2025,"Castle Avenue, Dublin",Dublin,2,Ireland,165,30.2
1472528,08-08-2025,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,1,West Indies,280,51
1472528,08-08-2025,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,2,Pakistan,284,51.5
1472529,10-08-2025,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,1,Pakistan,171,39
1472529,10-08-2025,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,2,West Indies,184,33.3
1472530,12-08-2025,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,1,West Indies,294,51
1472530,12-08-2025,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,2,Pakistan,92,29.7
1474410,07-03-2025,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Netherlands,159,40.2
1474410,07-03-2025,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,106,30.8
1474411,09-03-2025,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Canada,167,39.7
1474411,09-03-2025,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,174,40.7
1474413,13-03-2025,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Namibia,148,45.7
1474413,13-03-2025,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Netherlands,149,37.2
1474414,15-03-2025,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Namibia,186,50
1474414,15-03-2025,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Canada,154,42.8
1478901,19-08-2025,"Cazaly's Stadium, Cairns",Cairns,1,South Africa,296,50.5
1478901,19-08-2025,"Cazaly's Stadium, Cairns",Cairns,2,Australia,198,41.7
1478902,22-08-2025,"Great Barrier Reef Arena, Mackay",Mackay,1,South Africa,277,50.3
1478902,22-08-2025,"Great Barrier Reef Arena, Mackay",Mackay,2,Australia,193,38
1478903,24-08-2025,"Great Barrier Reef Arena, Mackay",Mackay,1,Australia,431,52.2
1478903,24-08-2025,"Great Barrier Reef Arena, Mackay",Mackay,2,South Africa,155,25.2
1478904,19-10-2025,Perth Stadium,Perth,1,India,136,27
1478904,19-10-2025,Perth Stadium,Perth,2,Australia,131,21.8
1478905,23-10-2025,Adelaide Oval,Adelaide,1,India,264,50.8
1478905,23-10-2025,Adelaide Oval,Adelaide,2,Australia,265,47.3
1478906,25-10-2025,Sydney Cricket Ground,Sydney,1,Australia,236,47.2
1478906,25-10-2025,Sydney Cricket Ground,Sydney,2,India,237,39.8
1479573,30-11-2025,"JSCA International Stadium Complex, Ranchi",Ranchi,1,India,349,51.7
1479573,30-11-2025,"JSCA International Stadium Complex, Ranchi",Ranchi,2,South Africa,332,49.8
1479574,03-12-2025,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,1,India,358,52.5
1479574,03-12-2025,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,2,South Africa,362,51.3
1479575,06-12-2025,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,South Africa,270,49.2
1479575,06-12-2025,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,India,271,41.3
1481530,06-05-2025,"VRA Ground, Amstelveen",Amstelveen,1,Netherlands,272,51
1481530,06-05-2025,"VRA Ground, Amstelveen",Amstelveen,2,United Arab Emirates,159,41.5
1481531,08-05-2025,"VRA Ground, Amstelveen",Amstelveen,1,United Arab Emirates,296,51.3
1481531,08-05-2025,"VRA Ground, Amstelveen",Amstelveen,2,Scotland,199,45
1481532,10-05-2025,"VRA Ground, Amstelveen",Amstelveen,1,Netherlands,282,51
1481532,10-05-2025,"VRA Ground, Amstelveen",Amstelveen,2,Scotland,263,50.3
1481533,12-05-2025,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,1,United Arab Emirates,204,51.7
1481533,12-05-2025,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,2,Netherlands,205,36.7
1481534,14-05-2025,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,1,United Arab Emirates,161,49.2
1481534,14-05-2025,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,2,Scotland,162,24.5
1481535,16-05-2025,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,1,Scotland,380,51.5
1481535,16-05-2025,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,2,Netherlands,235,42.5
1482564,17-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,1,United States of America,361,51.3
1482564,17-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,2,Canada,192,47.2
1482565,19-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,1,Oman,217,51.5
1482565,19-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,2,Canada,202,49.8
1482566,21-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,1,Oman,266,50.5
1482566,21-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,2,United States of America,266,51.2
1482567,23-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,1,Canada,212,49.5
1482567,23-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,2,Oman,108,24
1482568,25-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,1,United States of America,286,51.5
1482568,25-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,2,Canada,198,46.5
1482569,27-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,1,United States of America,293,50.8
1482569,27-05-2025,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,2,Oman,284,50.3
1485505,02-07-2025,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,244,49.8
1485505,02-07-2025,"R Premadasa Stadium, Colombo",Colombo,2,Bangladesh,167,36.5
1485506,05-07-2025,"R Premadasa Stadium, Colombo",Colombo,1,Bangladesh,248,47.2
1485506,05-07-2025,"R Premadasa Stadium, Colombo",Colombo,2,Sri Lanka,232,49.5
1485507,08-07-2025,Pallekele International Cricket Stadium,Kandy,1,Sri Lanka,285,50.5
1485507,08-07-2025,Pallekele International Cricket Stadium,Kandy,2,Bangladesh,186,40.7
1486772,02-06-2025,"Forthill, Dundee",Dundee,1,Scotland,296,51.8
1486772,02-06-2025,"Forthill, Dundee",Dundee,2,Nepal,297,51.8
1486773,04-06-2025,"Forthill, Dundee",Dundee,1,Netherlands,225,51.2
1486773,04-06-2025,"Forthill, Dundee",Dundee,2,Nepal,226,48.8
1486774,06-06-2025,"Forthill, Dundee",Dundee,1,Scotland,262,51.2
1486774,06-06-2025,"Forthill, Dundee",Dundee,2,Netherlands,218,45.5
1486775,08-06-2025,"Forthill, Dundee",Dundee,1,Scotland,323,51
1486775,08-06-2025,"Forthill, Dundee",Dundee,2,Nepal,321,52.2
1486776,10-06-2025,"Forthill, Dundee",Dundee,1,Nepal,236,51
1486776,10-06-2025,"Forthill, Dundee",Dundee,2,Netherlands,210,51.3
1486777,12-06-2025,"Forthill, Dundee",Dundee,1,Scotland,369,51.8
1486777,12-06-2025,"Forthill, Dundee",Dundee,2,Netherlands,374,50.3
1490231,11-01-2026,"Kotambi Stadium, Vadodara",Vadodara,1,New Zealand,300,51.2
1490231,11-01-2026,"Kotambi Stadium, Vadodara",Vadodara,2,India,306,50.3
1490232,14-01-2026,"Niranjan Shah Stadium, Rajkot",Rajkot,1,India,284,51.3
1490232,14-01-2026,"Niranjan Shah Stadium, Rajkot",Rajkot,2,New Zealand,286,48.2
1490233,18-01-2026,"Holkar Cricket Stadium, Indore",Indore,1,New Zealand,337,50.5
1490233,18-01-2026,"Holkar Cricket Stadium, Indore",Indore,2,India,296,47.2
1491720,26-10-2025,"Bay Oval, Mount Maunganui",Mount Maunganui,1,England,223,37.7
1491720,26-10-2025,"Bay Oval, Mount Maunganui",Mount Maunganui,2,New Zealand,224,39.2
1491721,29-10-2025,"Seddon Park, Hamilton",Hamilton,1,England,175,36.2
1491721,29-10-2025,"Seddon Park, Hamilton",Hamilton,2,New Zealand,177,33.8
1491722,01-11-2025,"Sky Stadium, Wellington",Wellington,1,England,222,41.8
1491722,01-11-2025,"Sky Stadium, Wellington",Wellington,2,New Zealand,226,45.7
1491728,16-11-2025,"Hagley Oval, Christchurch",Christchurch,1,New Zealand,269,51.7
1491728,16-11-2025,"Hagley Oval, Christchurch",Christchurch,2,West Indies,262,52.3
1491729,19-11-2025,"McLean Park, Napier",Napier,1,West Indies,247,35.2
1491729,19-11-2025,"McLean Park, Napier",Napier,2,New Zealand,248,34.5
1491730,22-11-2025,"Seddon Park, Hamilton",Hamilton,1,West Indies,161,37
1491730,22-11-2025,"Seddon Park, Hamilton",Hamilton,2,New Zealand,162,31.7
1492821,29-08-2025,Harare Sports Club,Harare,1,Sri Lanka,298,50.8
1492821,29-08-2025,Harare Sports Club,Harare,2,Zimbabwe,291,52.7
1492822,31-08-2025,Harare Sports Club,Harare,1,Zimbabwe,277,52.5
1492822,31-08-2025,Harare Sports Club,Harare,2,Sri Lanka,278,50.3
1498181,27-08-2025,"Maple Leaf North-West Ground, King City",King City,1,Canada,219,50.7
1498181,27-08-2025,"Maple Leaf North-West Ground, King City",King City,2,Namibia,220,49.2
1498183,31-08-2025,"Maple Leaf North-West Ground, King City",King City,1,Canada,184,48.8
1498183,31-08-2025,"Maple Leaf North-West Ground, King City",King City,2,Scotland,187,43.7
1498184,02-09-2025,"Maple Leaf North-West Ground, King City",King City,1,Namibia,261,52.7
1498184,02-09-2025,"Maple Leaf North-West Ground, King City",King City,2,Canada,237,49.8
1498185,04-09-2025,"Maple Leaf North-West Ground, King City",King City,1,Scotland,164,24.7
1498185,04-09-2025,"Maple Leaf North-West Ground, King City",King City,2,Namibia,109,22
1501898,04-11-2025,"Iqbal Stadium, Faisalabad",Faisalabad,1,South Africa,263,50.5
1501898,04-11-2025,"Iqbal Stadium, Faisalabad",Faisalabad,2,Pakistan,264,50.7
1501899,06-11-2025,"Iqbal Stadium, Faisalabad",Faisalabad,1,Pakistan,269,51.5
1501899,06-11-2025,"Iqbal Stadium, Faisalabad",Faisalabad,2,South Africa,270,41
1501900,08-11-2025,"Iqbal Stadium, Faisalabad",Faisalabad,1,South Africa,143,38
1501900,08-11-2025,"Iqbal Stadium, Faisalabad",Faisalabad,2,Pakistan,144,25.3
1502167,11-11-2025,Rawalpindi Cricket Stadium,Rawalpindi,1,Pakistan,299,52.2
1502167,11-11-2025,Rawalpindi Cricket Stadium,Rawalpindi,2,Sri Lanka,293,53
1502168,14-11-2025,Rawalpindi Cricket Stadium,Rawalpindi,1,Sri Lanka,288,52.3
1502168,14-11-2025,Rawalpindi Cricket Stadium,Rawalpindi,2,Pakistan,289,50.2
1502169,16-11-2025,Rawalpindi Cricket Stadium,Rawalpindi,1,Sri Lanka,211,46.5
1502169,16-11-2025,Rawalpindi Cricket Stadium,Rawalpindi,2,Pakistan,215,46.3
1505122,18-10-2025,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,207,50.7
1505122,18-10-2025,"Shere Bangla National Stadium, Mirpur",Dhaka,2,West Indies,133,39.5
1505123,21-10-2025,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,213,50.5
1505123,21-10-2025,"Shere Bangla National Stadium, Mirpur",Dhaka,2,West Indies,213,50.8
1505124,23-10-2025,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,296,50.8
1505124,23-10-2025,"Shere Bangla National Stadium, Mirpur",Dhaka,2,West Indies,117,30.7
1507716,22-01-2026,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,271,50.8
1507716,22-01-2026,"R Premadasa Stadium, Colombo",Colombo,2,England,252,51
1507717,24-01-2026,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,219,50.3
1507717,24-01-2026,"R Premadasa Stadium, Colombo",Colombo,2,England,223,46.7
1507718,27-01-2026,"R Premadasa Stadium, Colombo",Colombo,1,England,357,51
1507718,27-01-2026,"R Premadasa Stadium, Colombo",Colombo,2,Sri Lanka,304,46.8
1507884,26-10-2025,Dubai International Cricket Stadium,Dubai,1,United States of America,262,51.2
1507884,26-10-2025,Dubai International Cricket Stadium,Dubai,2,Nepal,156,40.3
1507885,28-10-2025,Dubai International Cricket Stadium,Dubai,1,United Arab Emirates,211,50.8
1507885,28-10-2025,Dubai International Cricket Stadium,Dubai,2,United States of America,213,49.7
1507886,30-10-2025,"ICC Academy, Dubai",Dubai,1,Nepal,233,51
1507886,30-10-2025,"ICC Academy, Dubai",Dubai,2,United Arab Emirates,237,43.8
1507887,01-11-2025,"ICC Academy, Dubai",Dubai,1,Nepal,271,50.8
1507887,01-11-2025,"ICC Academy, Dubai",Dubai,2,United States of America,273,49.7
1507888,03-11-2025,Dubai International Cricket Stadium,Dubai,1,United States of America,292,50.8
1507888,03-11-2025,Dubai International Cricket Stadium,Dubai,2,United Arab Emirates,49,23
1507889,05-11-2025,"ICC Academy, Dubai",Dubai,1,Nepal,239,52.3
1507889,05-11-2025,"ICC Academy, Dubai",Dubai,2,United Arab Emirates,243,49.8
1525652,11-03-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Pakistan,114,30.8
1525652,11-03-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,115,16.2
1525653,13-03-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Pakistan,274,48.3
1525653,13-03-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,114,24
1525654,15-03-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,290,51.8
1525654,15-03-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Pakistan,279,50.8
1528272,17-04-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,New Zealand,247,51.8
1528272,17-04-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,221,50.7
1528273,20-04-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,New Zealand,198,49.7
1528273,20-04-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,199,36.7
1528274,23-04-2026,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Chattogram,1,Bangladesh,265,50.8
1528274,23-04-2026,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Chattogram,2,New Zealand,210,45.7
1529140,04-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,1,Namibia,268,51.2
1529140,04-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,2,Oman,274,50.7
1529141,06-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,1,Namibia,189,47.5
1529142,08-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,1,Oman,163,21
1529142,08-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,2,Scotland,151,20.5
1529143,10-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,1,Oman,218,51.7
1529143,10-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,2,Namibia,223,50.2
1529144,12-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,1,Namibia,198,51
1529144,12-04-2026,"Namibia Cricket Ground, Windhoek",Windhoek,2,Scotland,199,38.8
1531696,25-04-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,200,49.5
1531696,25-04-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,United Arab Emirates,163,48.7
1531697,27-04-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,United Arab Emirates,268,51.2
1531697,27-04-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Oman,243,48.7
1531698,29-04-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Oman,305,50.8
1531698,29-04-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,155,37.7
1531699,01-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,289,51.5
1531699,01-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,United Arab Emirates,248,38.7
1531700,03-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,United Arab Emirates,308,48.3
1531700,03-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Oman,254,41.2
1531701,05-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,256,50.5
1531701,05-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Oman,175,40.8
1531702,12-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Scotland,243,51.8
1531702,12-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,218,39.7
1531703,14-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Scotland,321,47.7
1531703,14-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,United States of America,246,33
1531704,16-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,United States of America,195,44.3
1531704,16-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,199,36.7
1531705,18-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Scotland,194,39.3
1531705,18-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,199,38.7
1531706,20-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Scotland,169,44.3
1531706,20-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,United States of America,170,27.7
1531707,22-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,317,51.8
1531707,22-05-2026,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,United States of America,195,42.5
1532480,09-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,284,51
1532480,09-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Australia,191,44.5
1532481,11-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Australia,187,42.8
1532481,11-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,195,35.7
1532482,14-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,274,52.2
1532482,14-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Australia,277,50
1535645,30-05-2026,Rawalpindi Cricket Stadium,Rawalpindi,1,Australia,200,45.3
1535645,30-05-2026,Rawalpindi Cricket Stadium,Rawalpindi,2,Pakistan,202,43
1535646,02-06-2026,"Gaddafi Stadium, Lahore",Lahore,1,Australia,231,50.5
1535646,02-06-2026,"Gaddafi Stadium, Lahore",Lahore,2,Pakistan,190,44.8
1535647,04-06-2026,"Gaddafi Stadium, Lahore",Lahore,1,Australia,157,43
1535647,04-06-2026,"Gaddafi Stadium, Lahore",Lahore,2,Pakistan,161,42.7
1538304,03-06-2026,"Sabina Park, Kingston, Jamaica",Kingston,1,Sri Lanka,303,52.3
1538304,03-06-2026,"Sabina Park, Kingston, Jamaica",Kingston,2,West Indies,262,51
1538425,06-06-2026,"Maple Leaf North-West Ground, King City",King City,1,Canada,231,46.5
1538425,06-06-2026,"Maple Leaf North-West Ground, King City",King City,2,United States of America,235,40.7
1538426,08-06-2026,"Maple Leaf North-West Ground, King City",King City,1,Netherlands,196,51
1538426,08-06-2026,"Maple Leaf North-West Ground, King City",King City,2,United States of America,175,49.2
1538427,10-06-2026,"Maple Leaf North-West Ground, King City",King City,1,Netherlands,214,49
1538427,10-06-2026,"Maple Leaf North-West Ground, King City",King City,2,Canada,218,49.8
1538428,12-06-2026,"Maple Leaf North-West Ground, King City",King City,1,Canada,275,51.7
1538428,12-06-2026,"Maple Leaf North-West Ground, King City",King City,2,United States of America,276,51.8
